longitude,latitude,CanopyCover,Aspect,Elevation,SlopeD,CanopyBulkDensity,CanopyBaseHeight,CanopyHeight,40FireBehaviorFuel,PopDensity,BuildingDensity,HUDen
-117.2662264,47.44806228,0.0,274.0,746.0,3.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.7515547,47.69361396,0.0,103.0,785.0,3.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.049724,47.98373294,45.0,321.0,778.0,9.0,8.0,14.0,45.0,142.0,0.0,0.0,0.0
-117.3713854,47.49622492,0.0,-1.0,725.0,1.0,0.0,0.0,0.0,122.0,12.0,8.0,4.0
-117.351866,47.57194417,0.0,-1.0,732.0,2.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0
-117.3021288,47.98617684,0.0,-1.0,557.0,1.0,0.0,0.0,0.0,103.0,120.0,65.0,30.0
-117.0781032,47.64903381,0.0,-1.0,626.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0
-117.0708813,47.77700695,0.0,224.0,688.0,6.0,0.0,0.0,0.0,91.0,83.0,65.0,29.0
-117.5858296,47.5946381,0.0,-1.0,739.0,2.0,0.0,0.0,0.0,91.0,34.0,41.0,14.0
-117.6500654,47.59876088,0.0,-1.0,741.0,1.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
-117.3182725,47.74349298,0.0,176.0,682.0,3.0,0.0,0.0,0.0,122.0,66.0,49.0,23.0
-117.0592614,47.78362662,45.0,104.0,687.0,18.0,8.0,9.0,45.0,188.0,28.0,24.0,12.0
-117.1135667,47.84841704,85.0,313.0,1035.0,19.0,30.0,11.0,85.0,165.0,0.0,0.0,0.0
-117.1929277,47.56228448,0.0,-1.0,758.0,2.0,0.0,0.0,0.0,93.0,34.0,24.0,8.0
-117.4192217,47.80681304,0.0,137.0,585.0,4.0,0.0,0.0,0.0,121.0,40.0,32.0,13.0
-117.6377375,47.72921961,0.0,-1.0,718.0,2.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.6902335,47.42632199,0.0,240.0,743.0,10.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.4360651,47.39389546,0.0,-1.0,729.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.8063633,47.52910078,0.0,-1.0,722.0,2.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0
-117.1519639,48.03638563,55.0,286.0,1002.0,6.0,11.0,12.0,55.0,142.0,0.0,0.0,0.0
-117.5722753,47.52029343,0.0,-1.0,732.0,1.0,0.0,0.0,0.0,122.0,127.0,114.0,50.0
-117.4993578,47.81998194,0.0,252.0,828.0,7.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.6000337,47.46930841,0.0,-1.0,714.0,1.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0
-117.8143471,47.28561434,0.0,169.0,630.0,6.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.6623096,47.71794592,0.0,-1.0,733.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.3656449,47.35834394,0.0,92.0,756.0,3.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0
-117.7580042,47.38911689,0.0,-1.0,695.0,1.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0
-117.3211697,47.48446574,15.0,226.0,590.0,8.0,3.0,78.0,15.0,161.0,0.0,0.0,0.0
-117.3971326,47.28311722,0.0,188.0,733.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.7513286,47.42308364,45.0,-1.0,697.0,2.0,8.0,31.0,45.0,188.0,0.0,0.0,0.0
-117.3205496,47.9921063,45.0,-1.0,592.0,1.0,6.0,20.0,45.0,183.0,137.0,89.0,30.0
-117.3344635,47.53156554,0.0,71.0,721.0,5.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1647338,47.3989985,0.0,116.0,797.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.4837193,47.56560219,45.0,330.0,697.0,4.0,8.0,12.0,45.0,188.0,31.0,24.0,12.0
-117.7909036,47.3376419,0.0,-1.0,644.0,1.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
-117.6202068,47.51593668,0.0,-1.0,800.0,2.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.5155727,47.81656177,35.0,310.0,824.0,17.0,6.0,13.0,35.0,142.0,0.0,0.0,0.0
-117.447656,47.54871139,0.0,-1.0,715.0,1.0,0.0,0.0,0.0,121.0,32.0,24.0,10.0
-117.2002555,47.66931969,0.0,12.0,608.0,5.0,0.0,0.0,0.0,91.0,122.0,57.0,36.0
-117.1923735,47.63405691,65.0,351.0,636.0,7.0,16.0,8.0,65.0,188.0,1341.0,470.0,438.0
-117.4589444,47.28203293,0.0,268.0,707.0,5.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.65295,47.35279621,35.0,-1.0,700.0,2.0,9.0,3.0,35.0,162.0,0.0,0.0,0.0
-117.3715193,48.02360022,55.0,-1.0,584.0,2.0,1.0,100.0,55.0,161.0,12.0,10.0,6.0
-117.6655767,47.55656034,0.0,-1.0,727.0,1.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0
-117.0572132,47.85634401,75.0,269.0,1069.0,18.0,22.0,10.0,75.0,165.0,0.0,0.0,0.0
-117.7528244,47.49361397,0.0,-1.0,733.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1543455,47.59921316,0.0,75.0,735.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.6440414,47.33511281,0.0,-1.0,687.0,1.0,0.0,0.0,0.0,122.0,4.0,8.0,6.0
-117.4829221,47.85237176,0.0,128.0,650.0,6.0,0.0,0.0,0.0,122.0,101.0,81.0,36.0
-117.3664256,47.49325557,25.0,331.0,716.0,7.0,6.0,9.0,25.0,162.0,0.0,0.0,0.0
-117.0637751,47.55317013,65.0,257.0,977.0,21.0,16.0,3.0,65.0,162.0,0.0,0.0,0.0
-117.1750941,47.7048311,0.0,196.0,655.0,7.0,0.0,0.0,0.0,93.0,10.0,8.0,1.0
-117.191732,47.26168062,0.0,324.0,784.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1242732,47.72074157,0.0,227.0,722.0,12.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.1756367,47.53911255,65.0,322.0,946.0,15.0,16.0,3.0,65.0,162.0,30.0,24.0,11.0
-117.4893884,47.80909291,0.0,82.0,808.0,5.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.6944389,47.85908175,45.0,286.0,553.0,5.0,12.0,6.0,45.0,185.0,53.0,50.0,31.0
-117.2448211,47.74783278,45.0,242.0,637.0,12.0,8.0,3.0,45.0,188.0,61.0,41.0,20.0
-117.2554775,47.37720546,0.0,144.0,756.0,4.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.5284333,47.91853313,0.0,-1.0,656.0,1.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0
-117.7968931,47.41455247,35.0,21.0,696.0,4.0,6.0,10.0,35.0,162.0,0.0,0.0,0.0
-117.1822898,47.488138,25.0,208.0,724.0,5.0,6.0,9.0,25.0,162.0,0.0,0.0,0.0
-117.6136252,47.73438291,0.0,-1.0,721.0,1.0,0.0,0.0,0.0,102.0,28.0,32.0,13.0
-117.7837235,47.36360736,25.0,222.0,662.0,5.0,6.0,9.0,25.0,162.0,0.0,0.0,0.0
-117.1193542,47.30105924,0.0,105.0,790.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1537851,47.38348235,0.0,218.0,805.0,3.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.741333,47.28667519,0.0,314.0,624.0,4.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.3148465,47.64694655,0.0,162.0,613.0,3.0,0.0,0.0,0.0,91.0,1665.0,673.0,548.0
-117.7148273,47.65991868,0.0,-1.0,733.0,2.0,0.0,0.0,0.0,99.0,39.0,97.0,10.0
-117.133325,47.40424285,0.0,22.0,834.0,7.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.5083839,47.45619739,45.0,172.0,702.0,9.0,8.0,12.0,45.0,188.0,8.0,8.0,3.0
-117.2351194,47.69606509,0.0,-1.0,606.0,1.0,0.0,0.0,0.0,91.0,164.0,89.0,64.0
-117.3099713,47.63043813,25.0,95.0,782.0,11.0,6.0,9.0,25.0,162.0,77.0,24.0,16.0
-117.0885766,47.92434822,45.0,147.0,1249.0,12.0,8.0,25.0,45.0,142.0,0.0,0.0,0.0
-117.3206074,47.2748998,0.0,354.0,710.0,5.0,0.0,0.0,0.0,93.0,0.0,32.0,5.0
-117.3196224,47.40731742,0.0,-1.0,794.0,2.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2218696,47.31697017,0.0,80.0,784.0,5.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1466658,47.99078065,45.0,171.0,850.0,12.0,8.0,10.0,45.0,142.0,0.0,0.0,0.0
-117.0608085,47.98741448,65.0,327.0,751.0,13.0,16.0,3.0,65.0,162.0,0.0,0.0,0.0
-117.7848432,47.77493184,0.0,-1.0,771.0,2.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.4821966,47.59193899,0.0,-1.0,712.0,0.0,0.0,0.0,0.0,101.0,295.0,114.0,90.0
-117.4888394,47.62722525,0.0,143.0,704.0,5.0,0.0,0.0,0.0,123.0,16.0,16.0,11.0
-117.7690373,47.36093987,25.0,-1.0,672.0,1.0,6.0,7.0,25.0,183.0,0.0,0.0,0.0
-117.1812506,47.95039552,55.0,338.0,860.0,7.0,9.0,100.0,55.0,188.0,0.0,0.0,0.0
-117.6252948,47.582836,0.0,-1.0,730.0,0.0,0.0,0.0,0.0,142.0,5.0,8.0,3.0
-117.084985,47.27124221,45.0,112.0,1118.0,26.0,8.0,5.0,45.0,188.0,0.0,0.0,0.0
-117.464362,47.87380712,0.0,151.0,627.0,5.0,0.0,0.0,0.0,102.0,85.0,81.0,36.0
-117.6677253,47.65356115,0.0,-1.0,739.0,0.0,0.0,0.0,0.0,102.0,107.0,81.0,37.0
-117.2745792,47.77005496,0.0,91.0,565.0,6.0,0.0,0.0,0.0,102.0,23.0,16.0,6.0
-117.160134,47.71407798,0.0,153.0,820.0,14.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.1077656,47.69380715,0.0,-1.0,628.0,1.0,0.0,0.0,0.0,91.0,90.0,81.0,37.0
-117.7008527,47.81238096,0.0,-1.0,726.0,2.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.4207787,47.80393458,0.0,-1.0,579.0,0.0,0.0,0.0,0.0,121.0,60.0,49.0,19.0
-117.0667233,47.698431,0.0,-1.0,633.0,1.0,0.0,0.0,0.0,101.0,132.0,114.0,49.0
-117.1219105,47.5019256,0.0,98.0,783.0,3.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.6394215,47.66990969,35.0,-1.0,730.0,0.0,9.0,3.0,35.0,122.0,59.0,57.0,25.0
-117.0494851,47.45415517,0.0,280.0,793.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2096668,47.65936019,0.0,-1.0,619.0,2.0,0.0,0.0,0.0,101.0,1549.0,697.0,613.0
-117.1157411,48.01493569,35.0,52.0,1166.0,11.0,6.0,10.0,35.0,162.0,0.0,0.0,0.0
-117.1579606,47.78465895,45.0,195.0,813.0,8.0,8.0,12.0,45.0,188.0,26.0,16.0,7.0
-117.3620898,47.48065492,0.0,301.0,738.0,3.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.8157983,47.70543337,0.0,345.0,772.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2438996,47.27167802,0.0,84.0,771.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.6972107,47.4717865,25.0,-1.0,707.0,2.0,4.0,11.0,25.0,183.0,0.0,0.0,0.0
-117.7784537,47.56668517,0.0,34.0,787.0,9.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.4644421,47.59986683,0.0,-1.0,708.0,0.0,0.0,0.0,0.0,142.0,75.0,81.0,30.0
-117.2592486,47.64139183,0.0,-1.0,625.0,0.0,0.0,0.0,0.0,101.0,1464.0,503.0,496.0
-117.4745149,47.5512099,35.0,-1.0,714.0,2.0,6.0,10.0,35.0,162.0,20.0,16.0,8.0
-117.1446209,47.66867771,0.0,-1.0,624.0,0.0,0.0,0.0,0.0,91.0,510.0,365.0,272.0
-117.8147639,47.2869428,0.0,29.0,638.0,3.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.623592,47.4787061,0.0,324.0,739.0,3.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.1784187,47.45631559,55.0,331.0,726.0,21.0,11.0,5.0,55.0,162.0,0.0,0.0,0.0
-117.3100951,47.30313357,0.0,-1.0,745.0,1.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2532728,47.27492751,0.0,-1.0,764.0,1.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.0469212,47.55793729,25.0,108.0,918.0,14.0,6.0,5.0,25.0,142.0,0.0,0.0,0.0
-117.4542763,47.4695552,35.0,-1.0,717.0,1.0,9.0,4.0,35.0,183.0,0.0,0.0,0.0
-117.5362728,47.32101792,0.0,223.0,691.0,5.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.4628657,47.81014457,35.0,79.0,702.0,3.0,6.0,10.0,35.0,162.0,67.0,57.0,23.0
-117.165444,47.84257263,35.0,179.0,830.0,16.0,6.0,10.0,35.0,162.0,0.0,0.0,0.0
-117.3139271,47.84174282,0.0,275.0,577.0,8.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1911758,47.54895387,0.0,45.0,821.0,8.0,0.0,0.0,0.0,93.0,25.0,16.0,8.0
-117.4284311,47.52555874,35.0,235.0,719.0,3.0,6.0,37.0,35.0,162.0,0.0,0.0,0.0
-117.4121972,47.8330501,25.0,88.0,624.0,4.0,6.0,9.0,25.0,162.0,140.0,89.0,44.0
-117.7700553,47.64592626,0.0,-1.0,741.0,2.0,0.0,0.0,0.0,93.0,25.0,24.0,9.0
-117.2878632,47.67764357,0.0,-1.0,603.0,1.0,0.0,0.0,0.0,91.0,1567.0,665.0,593.0
-117.4820352,47.56628844,45.0,152.0,698.0,10.0,8.0,12.0,45.0,188.0,20.0,16.0,8.0
-117.5525812,47.65609122,0.0,-1.0,708.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0
-117.0789521,47.38279949,0.0,300.0,806.0,3.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.0882066,47.53252491,45.0,194.0,947.0,10.0,8.0,31.0,45.0,188.0,0.0,0.0,0.0
-117.1789919,48.01802952,0.0,345.0,747.0,11.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0
-117.4047564,47.80660287,0.0,-1.0,577.0,2.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0
-117.1411442,47.46197048,0.0,249.0,760.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.3242671,47.41113214,0.0,110.0,784.0,5.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.232218,47.91035264,0.0,258.0,747.0,7.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.1112707,47.29952455,0.0,241.0,825.0,3.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2658075,47.86202974,45.0,80.0,628.0,12.0,8.0,3.0,45.0,188.0,12.0,16.0,5.0
-117.0545863,47.91429839,85.0,307.0,1108.0,18.0,30.0,15.0,85.0,165.0,0.0,0.0,0.0
-117.4160786,47.65877833,0.0,-1.0,575.0,2.0,0.0,0.0,0.0,91.0,3419.0,300.0,3063.0
-117.3823416,47.90652707,35.0,131.0,594.0,14.0,6.0,10.0,35.0,162.0,83.0,73.0,36.0
-117.4260837,47.76464404,0.0,-1.0,552.0,1.0,0.0,0.0,0.0,91.0,2389.0,689.0,823.0
-117.157935,47.60707099,0.0,314.0,713.0,3.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.0560888,47.34658993,0.0,62.0,799.0,7.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2884911,47.83738395,65.0,55.0,682.0,14.0,16.0,3.0,65.0,162.0,0.0,0.0,0.0
-117.3659945,47.36934827,0.0,33.0,777.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.6379173,47.38206185,0.0,-1.0,711.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.1973969,47.65306069,0.0,-1.0,615.0,0.0,0.0,0.0,0.0,91.0,2559.0,738.0,1217.0
-117.1604807,47.93876832,85.0,281.0,1054.0,23.0,30.0,11.0,85.0,165.0,0.0,0.0,0.0
-117.7609097,47.69410964,0.0,241.0,778.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2841034,47.67747893,0.0,-1.0,604.0,0.0,0.0,0.0,0.0,91.0,1227.0,487.0,695.0
-117.4583463,47.78947619,0.0,81.0,742.0,10.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.3450359,47.57223329,0.0,335.0,744.0,6.0,0.0,0.0,0.0,122.0,24.0,16.0,9.0
-117.223948,47.48145306,45.0,206.0,669.0,22.0,8.0,12.0,45.0,188.0,0.0,0.0,0.0
-117.2814223,47.38483229,0.0,31.0,763.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2534335,47.65736519,0.0,-1.0,609.0,1.0,0.0,0.0,0.0,91.0,1901.0,543.0,896.0
-117.5873241,47.30308847,0.0,-1.0,683.0,2.0,0.0,0.0,0.0,121.0,26.0,32.0,11.0
-117.2463379,47.65921451,0.0,-1.0,613.0,0.0,0.0,0.0,0.0,91.0,1222.0,673.0,518.0
-117.7258189,47.71395031,0.0,-1.0,725.0,2.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.3073286,47.52623579,0.0,124.0,745.0,5.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1217336,47.59174872,25.0,304.0,802.0,8.0,6.0,3.0,25.0,185.0,0.0,0.0,0.0
-117.3907801,47.60027888,0.0,210.0,673.0,19.0,0.0,0.0,0.0,91.0,952.0,316.0,302.0
-117.2898126,47.3951447,0.0,148.0,729.0,4.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.4855448,47.40886546,0.0,-1.0,727.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0
-117.0701817,47.95568189,35.0,330.0,1018.0,12.0,6.0,12.0,35.0,142.0,0.0,0.0,0.0
-117.2104687,47.85673996,45.0,192.0,815.0,11.0,8.0,3.0,45.0,188.0,0.0,0.0,0.0
-117.5858126,47.72658184,0.0,-1.0,593.0,2.0,0.0,0.0,0.0,122.0,46.0,41.0,19.0
-117.3323698,48.0180999,45.0,-1.0,637.0,2.0,8.0,3.0,45.0,188.0,31.0,32.0,12.0
-117.4338959,47.36343195,0.0,311.0,790.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.5027939,47.80724782,35.0,145.0,815.0,23.0,6.0,10.0,35.0,162.0,12.0,8.0,4.0
-117.1433611,47.61092245,0.0,315.0,710.0,3.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.0455751,47.6292284,55.0,244.0,855.0,13.0,11.0,3.0,55.0,188.0,0.0,0.0,0.0
-117.3518423,47.73566621,0.0,265.0,681.0,6.0,0.0,0.0,0.0,122.0,11.0,8.0,3.0
-117.1278282,48.03127329,45.0,12.0,1185.0,9.0,8.0,10.0,45.0,142.0,0.0,0.0,0.0
-117.1388969,47.69198393,0.0,-1.0,620.0,1.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.6851211,47.87780691,45.0,-1.0,523.0,2.0,8.0,7.0,45.0,186.0,0.0,0.0,0.0
-117.0413545,47.41535259,0.0,137.0,784.0,7.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.1188047,47.59085436,55.0,315.0,812.0,21.0,11.0,16.0,55.0,162.0,0.0,0.0,0.0
-117.3726281,47.81205211,55.0,233.0,521.0,4.0,11.0,3.0,55.0,188.0,354.0,195.0,152.0
-117.7912175,47.60490718,0.0,94.0,722.0,3.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.1607494,47.91077667,45.0,284.0,1205.0,10.0,8.0,14.0,45.0,142.0,0.0,0.0,0.0
-117.8060384,47.38210018,0.0,317.0,675.0,6.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.4870041,48.00561978,0.0,-1.0,673.0,2.0,0.0,0.0,0.0,102.0,34.0,65.0,18.0
-117.2947924,47.38017341,0.0,44.0,765.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.3306598,47.53725678,0.0,-1.0,727.0,2.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1659178,47.26434669,0.0,275.0,788.0,11.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.4842742,47.75807342,0.0,245.0,623.0,8.0,0.0,0.0,0.0,122.0,116.0,49.0,44.0
-117.141753,47.3037499,0.0,225.0,873.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.3168948,47.41127841,0.0,78.0,784.0,5.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2703536,48.02729276,45.0,135.0,579.0,11.0,8.0,3.0,45.0,188.0,28.0,24.0,10.0
-117.3359716,47.78174483,0.0,-1.0,568.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.4307461,47.54280951,0.0,-1.0,699.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
-117.5589045,47.32514689,35.0,232.0,627.0,17.0,6.0,24.0,35.0,162.0,0.0,0.0,0.0
-117.5156843,47.54758884,0.0,-1.0,696.0,2.0,0.0,0.0,0.0,102.0,19.0,16.0,7.0
-117.3117688,47.73497004,0.0,35.0,720.0,3.0,0.0,0.0,0.0,93.0,45.0,32.0,10.0
-117.2135433,47.39137085,0.0,-1.0,775.0,2.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1146234,48.01179082,45.0,185.0,1058.0,27.0,8.0,5.0,45.0,188.0,0.0,0.0,0.0
-117.1812357,47.3784367,0.0,286.0,799.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.0722199,47.93839025,25.0,112.0,1320.0,31.0,4.0,3.0,25.0,186.0,0.0,0.0,0.0
-117.3136261,47.45935957,35.0,82.0,730.0,14.0,9.0,3.0,35.0,162.0,0.0,0.0,0.0
-117.4605325,47.61151537,0.0,-1.0,700.0,1.0,0.0,0.0,0.0,102.0,190.0,73.0,58.0
-117.3650322,47.99260365,45.0,-1.0,598.0,1.0,8.0,12.0,45.0,188.0,31.0,32.0,14.0
-117.341879,47.51986505,35.0,7.0,664.0,16.0,6.0,9.0,35.0,142.0,12.0,8.0,4.0
-117.1451296,48.03408301,65.0,322.0,1071.0,22.0,16.0,14.0,65.0,165.0,0.0,0.0,0.0
-117.3271608,48.02259329,0.0,-1.0,643.0,1.0,0.0,0.0,0.0,121.0,131.0,73.0,44.0
-117.2089122,47.71616264,45.0,216.0,692.0,16.0,6.0,20.0,45.0,183.0,111.0,89.0,34.0
-117.1090588,47.26120713,0.0,45.0,1092.0,4.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.3075032,47.27845778,0.0,180.0,750.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.6315745,47.34346187,0.0,328.0,693.0,5.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0
-117.7400745,47.62453864,0.0,-1.0,717.0,2.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.7705093,47.69701276,0.0,-1.0,765.0,2.0,0.0,0.0,0.0,93.0,11.0,24.0,6.0
-117.3073818,47.54731895,0.0,154.0,712.0,11.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2987819,47.9417656,45.0,183.0,719.0,8.0,8.0,12.0,45.0,188.0,0.0,0.0,0.0
-117.5409159,47.7217932,0.0,-1.0,572.0,1.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.2807356,48.00643158,35.0,289.0,585.0,6.0,6.0,10.0,35.0,162.0,0.0,0.0,0.0
-117.4684722,47.26575152,0.0,42.0,695.0,8.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2775504,47.62568765,45.0,36.0,683.0,13.0,8.0,12.0,45.0,188.0,0.0,0.0,0.0
-117.3978748,47.65064753,0.0,-1.0,608.0,2.0,0.0,0.0,0.0,91.0,3075.0,665.0,1396.0
-117.567428,47.68403447,0.0,-1.0,705.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.1492329,47.9934106,75.0,196.0,815.0,4.0,22.0,16.0,75.0,165.0,6.0,8.0,4.0
-117.1432662,47.90361049,0.0,240.0,1251.0,11.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0
-117.4511807,47.50324159,45.0,-1.0,708.0,0.0,6.0,20.0,45.0,183.0,86.0,57.0,27.0
-117.0505248,47.36258526,0.0,126.0,819.0,4.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.3897544,47.9717713,55.0,-1.0,636.0,2.0,11.0,3.0,55.0,162.0,0.0,0.0,0.0
-117.2257071,47.51935526,0.0,-1.0,769.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.6471733,47.79401597,0.0,-1.0,733.0,1.0,0.0,0.0,0.0,142.0,8.0,8.0,4.0
-117.312732,47.9302039,45.0,303.0,661.0,8.0,8.0,5.0,45.0,188.0,0.0,0.0,0.0
-117.5659065,47.73171902,0.0,-1.0,551.0,1.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
-117.6209169,47.47654005,0.0,11.0,742.0,3.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.1760736,47.57368457,0.0,196.0,820.0,6.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.6322661,47.30708242,45.0,328.0,688.0,16.0,8.0,25.0,45.0,188.0,0.0,0.0,0.0
-117.2104951,47.86602897,55.0,271.0,819.0,6.0,11.0,3.0,55.0,162.0,23.0,24.0,11.0
-117.5524985,47.32128727,35.0,312.0,607.0,9.0,6.0,5.0,35.0,142.0,0.0,0.0,0.0
-117.819288,47.30522734,0.0,-1.0,651.0,2.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
-117.3354741,47.49632781,45.0,23.0,592.0,5.0,8.0,5.0,45.0,161.0,0.0,0.0,0.0
-117.403705,47.89628154,45.0,243.0,571.0,9.0,8.0,7.0,45.0,186.0,32.0,32.0,14.0
-117.0865069,47.72437267,0.0,118.0,725.0,14.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
-117.229698,48.03980564,0.0,137.0,651.0,4.0,0.0,0.0,0.0,121.0,74.0,57.0,28.0
-117.1377253,47.95449686,85.0,303.0,1074.0,7.0,30.0,11.0,85.0,165.0,0.0,0.0,0.0
-117.3048931,47.7533685,0.0,-1.0,574.0,1.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.3597858,47.44650888,0.0,-1.0,754.0,2.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
-117.2073953,47.7502672,0.0,153.0,729.0,3.0,0.0,0.0,0.0,91.0,64.0,57.0,19.0
-117.447983,47.56573252,35.0,-1.0,718.0,0.0,9.0,3.0,35.0,162.0,93.0,97.0,28.0
-117.4368437,47.4477116,0.0,-1.0,726.0,1.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
