fid,LATITUDE,LONGITUDE
744683,47.97056,-117.2237
744684,47.96098,-117.2522
744685,47.8839,-117.2006
744686,47.89906,-117.2543
744687,47.89581618,-117.2283141
744688,47.88390618,-117.2006141
744689,47.94492,-117.32384
744690,47.94783,-117.3251
744691,47.94868,-117.34525
744692,47.94877,-117.35593
744693,47.95225,-117.33994
744694,47.95263,-117.352
744695,47.9532,-117.3586
744696,47.9539,-117.3335
744697,47.95685,-117.3352
744698,47.9576,-117.3583
744699,47.95854,-117.32388
744700,47.95855,-117.32923
744701,47.9586,-117.33462
744702,47.95892,-117.3552
744703,47.96143,-117.34688
744704,47.96399,-117.3594
744705,47.96511,-117.35768
744706,47.96859,-117.32511
744707,47.96862,-117.33052
744708,47.96869,-117.34143
744709,47.96869,-117.34143
744710,47.96869,-117.34143
744711,47.96342,-117.3546
744712,47.6932,-117.3359
744713,47.682088,-117.335085
744714,47.68415,-117.335
744715,47.68166,-117.3347
744716,47.68255,-117.3344
744717,47.6887,-117.3343
744718,47.6826,-117.3336
744719,47.69426,-117.3336
744720,47.68318,-117.3332
744721,47.69522,-117.3311
744722,47.6897,-117.3288
744723,47.6872,-117.3287
744724,47.68692,-117.3284
744725,47.6924,-117.3281
744726,47.68771,-117.32792
744727,47.68771,-117.32792
744728,47.68793,-117.3278
744729,47.6877,-117.3276
744730,47.68938,-117.3269
744731,47.6879,-117.3234
744732,47.68835,-117.3225
744733,47.69609,-117.3138
744734,47.697,-117.3126
744735,47.69625,-117.3124
744736,47.6927,-117.3092
744737,47.69787,-117.3076
744738,47.69512,-117.3069
744739,47.68031,-117.2912
744740,47.68871,-117.3282
744759,47.98701,-117.2649
744760,47.9827,-117.2601
744761,47.9974,-117.2556
744762,47.97909,-117.25471
744763,47.98143783,-117.2540985
744764,47.9793,-117.2533
744765,48.0001,-117.253
744766,48.0124,-117.2514
744767,47.98049,-117.2493
744768,48.01186002,-117.2489
744769,48.00461,-117.24887
744770,48.01911,-117.24885
744771,48.02115,-117.2457
744772,47.9791,-117.24381
744773,48.0014,-117.2435
744774,48.0143,-117.2383
744775,48.00819,-117.238
744776,47.9859,-117.238
744777,48.0297,-117.2374
746846,47.2691,-117.0407
746869,47.3255,-117.3115
746871,47.31557133,-117.2976812
746872,47.34178,-117.3076
746873,47.32723002,-117.2891
746874,47.2973,-117.0796
746875,47.306,-117.10707
746876,47.32729,-117.33419
746877,47.3372,-117.3415
746880,47.3199,-117.345
746887,47.3049,-117.1088
746889,47.27198,-117.28342
746890,47.32392615,-117.1060139
747068,47.3798,-117.0549
747071,47.369,-117.0776
747075,47.35284,-117.14495
747076,47.39287,-117.25185
747077,47.33126,-117.12329
747078,47.40376,-117.26264
747079,47.37813,-117.05915
747080,47.40351,-117.12859
747081,47.37101001,-117.1503
747082,47.37457998,-117.2625
747083,47.39285,-117.2465
747146,47.38172,-117.31805
747147,47.41809,-117.29491
747148,47.4254,-117.27895
747149,47.45449998,-117.3176
747150,47.4616,-117.3551
747151,47.4725,-117.355
747152,47.47618999,-117.3174
747153,47.47977,-117.35497
747154,47.48341,-117.36035
747155,47.49052,-117.30055
747156,47.49073,-117.33883
747157,47.49428,-117.32269
747158,47.49806,-117.35505
747159,47.50871,-117.28957
747160,47.50899,-117.33894
747161,47.50901,-117.34437
747162,47.50901,-117.34437
747163,47.51262,-117.34429
747164,47.51616,-117.3226
747165,47.51975,-117.3119
747166,47.42536,-117.26829
747167,47.40014,-117.2734
747168,47.50506,-117.28948
747169,47.5297,-117.289
747170,47.4586,-117.2708
747171,47.49433,-117.32807
747172,47.5181,-117.3319
747173,47.4943,-117.3061
747174,47.5273,-117.2787
747175,47.4856,-117.3484
747176,47.509,-117.3461
747177,47.4863,-117.3218
747178,47.51427,-117.281895
747179,47.50972,-117.346
747180,47.52024,-117.3468
747181,47.49588,-117.348
747182,47.51915,-117.3279
747183,47.47259,-117.3466
747184,47.42624,-117.3236
747185,47.41091002,-117.252
747186,47.3954,-117.27212
747187,47.47195,-117.3312
747188,47.3985,-117.2724
747189,47.52705,-117.26835
747190,47.49776998,-117.2679
747191,47.38730614,-117.322914
747234,47.462,-117.1508
747235,47.50528,-117.1474
747236,47.50566,-117.1456
747237,47.4736,-117.143
747238,47.412685,-117.142306
747239,47.45471,-117.14008
747240,47.4744,-117.137
747241,47.46198,-117.12947
747242,47.52306,-117.1146
747243,47.48729,-117.11318
747244,47.44373,-117.11317
747245,47.52359999,-117.1075
747246,47.4821,-117.1012
747247,47.46830728,-117.0990494
747248,47.47994,-117.0969
747249,47.43943,-117.0598
747250,47.51259998,-117.0595
747251,47.50937,-117.1134
747252,47.51946,-117.12585
747253,47.52902,-117.1422
747254,47.51065,-117.0672
747255,47.50731,-117.1494
747256,47.51291616,-117.142614
747294,47.53491,-117.207
747295,47.57498,-117.2311
747296,47.41687,-117.1907
747297,47.55806,-117.1634
747298,47.46153,-117.20892
747299,47.44748997,-117.1771
747300,47.57418,-117.2245
747301,47.56747,-117.2462
747302,47.55221,-117.1797
747303,47.5479,-117.2091
747304,47.5743,-117.2216
747305,47.5522,-117.213
747306,47.5533,-117.1905
747307,47.5673,-117.1818
747308,47.5532,-117.2532
747309,47.5564,-117.2118
747310,47.57,-117.1647
747311,47.5408,-117.1894
747312,47.5739,-117.2571
747313,47.5301,-117.211
747314,47.5732,-117.267
747315,47.5597,-117.2308
747316,47.4734,-117.2063
747317,47.50143,-117.26794
747318,47.56353,-117.20361
747319,47.57442,-117.2196
747320,47.49829,-117.20371
747321,47.54542,-117.19299
747322,47.52007,-117.193
747323,47.53815,-117.22523
747324,47.55989,-117.16136
747325,47.47994,-117.2466
747326,47.48735,-117.20371
747327,47.5727737,-117.1705594
747328,47.57081,-117.22499
747329,47.5672,-117.22502
747330,47.55992,-117.20361
747331,47.5599,-117.19829
747332,47.5527,-117.21418
747333,47.53453,-117.1929
747334,47.53441998,-117.2629
747335,47.53088,-117.21449
747336,47.53078,-117.25219
747337,47.53073999,-117.2629
747338,47.5272,-117.23071
747339,47.52363,-117.16669
747340,47.51,-117.18
747341,47.46922,-117.19841
747342,47.46563998,-117.193
747343,47.53827,-117.1751
747344,47.50733616,-117.196114
747498,47.6215,-117.1405
747499,47.59622,-117.13985
747500,47.5922,-117.1367
747501,47.53518307,-117.1350185
747502,47.60712,-117.13444
747503,47.60712,-117.13444
747504,47.59988,-117.13443
747505,47.59628,-117.12909
747506,47.56006002,-117.1291
747507,47.5872,-117.121
747508,47.6064,-117.121
747509,47.62228,-117.1188
747510,47.59631,-117.1185
747511,47.60716002,-117.1184
747512,47.6114,-117.117
747513,47.5678,-117.1144
747514,47.60717,-117.11311
747515,47.57834,-117.11308
747516,47.57115,-117.1079
747517,47.60353,-117.10252
747518,47.6297,-117.1025
747519,47.60715,-117.1025
747520,47.60715,-117.1025
747521,47.6045,-117.1024
747522,47.53846,-117.0969
747523,47.5542,-117.096
747524,47.6066,-117.0958
747525,47.5625,-117.0948
747526,47.61859,-117.09197
747527,47.57454,-117.09191
747528,47.6155,-117.0867
747529,47.62944,-117.0866
747530,47.57086,-117.08658
747531,47.6101,-117.0831
747532,47.61856,-117.08128
747533,47.61092,-117.1347
747534,47.55873,-117.1057
747535,47.61908,-117.1383
747536,47.60695,-117.1363
747537,47.54689,-117.0857
747538,47.60645,-117.1119
747539,47.57802,-117.07595
747540,47.61855,-117.07594
747541,47.54178,-117.06495
747542,47.5745,-117.0582
747543,47.61855,-117.0546
747544,47.62569,-117.05453
747545,47.538,-117.0448
747546,47.62577,-117.0439
747556,47.59729,-117.0655
747557,47.60738,-117.0587
747558,47.62579,-117.0748
747559,47.53898,-117.0504
747560,47.53817998,-117.3604
747561,47.5486,-117.3515
747562,47.54882,-117.3172
747563,47.54903,-117.33899
747564,47.54907,-117.36062
747565,47.55613,-117.31722
747566,47.55621,-117.32811
747567,47.5564,-117.322098
747568,47.55898804,-117.3569079
747569,47.562,-117.3152
747570,47.56341,-117.31175
747571,47.56709,-117.31719
747572,47.56746,-117.35541
747573,47.57072,-117.31716
747574,47.57098,-117.33892
747575,47.57098,-117.33892
747576,47.57454,-117.33343
747577,47.57478,-117.3608
747578,47.5757554,-117.3573217
747579,47.57602,-117.3536
747580,47.57802,-117.32253
747581,47.57842998,-117.3552
747582,47.57883,-117.3282
747583,47.57594,-117.3527
747584,47.56989,-117.2899
747585,47.6094,-117.2859
747586,47.61524,-117.28015
747587,47.61888,-117.28013
747588,47.62316,-117.2811
747589,47.6308,-117.2996
747590,47.6378,-117.2996
747591,47.6381,-117.2812
747592,47.64417,-117.29629
747593,47.64423,-117.28559
747594,47.64426,-117.28023
747595,47.64426,-117.28023
747596,47.6474,-117.3021
747597,47.64783,-117.29627
747598,47.64784,-117.29093
747599,47.64788,-117.2856
747600,47.6479,-117.2808
747601,47.64278,-117.2894
747602,47.61885,-117.2694
747603,47.61979,-117.269
747604,47.65343815,-117.2683671
747605,47.58163,-117.26802
747606,47.63024,-117.2577
747607,47.59981,-117.25739
747608,47.60704,-117.25192
747609,47.5998,-117.2519
747610,47.58531,-117.25177
747611,47.58168,-117.25171
747612,47.6289,-117.2517
747613,47.5992,-117.2513
747614,47.6037,-117.2491
747615,47.5998,-117.24647
747616,47.59617,-117.24646
747617,47.58893,-117.2464
747618,47.58167998,-117.2463
747619,47.59256,-117.241
747620,47.5853,-117.24095
747621,47.62683,-117.2387
747622,47.62607,-117.2371
747623,47.585,-117.2368
747624,47.59256,-117.23562
747625,47.5766,-117.2315
747626,47.60341,-117.23034
747627,47.5998,-117.23033
747628,47.58892,-117.23029
747629,47.57804,-117.23025
747630,47.66296,-117.2644
747631,47.64089,-117.2719
747632,47.57074,-117.27356
747633,47.5907,-117.2251
747634,47.59617,-117.22502
747635,47.58528,-117.22494
747636,47.58623,-117.2242
747637,47.59798,-117.2223
747638,47.62605,-117.22091
747639,47.61187,-117.2204
747640,47.58837,-117.2191
747641,47.60701,-117.2143
747642,47.57802,-117.21425
747643,47.61503687,-117.2128804
747644,47.59978,-117.20898
747645,47.5891,-117.2082
747646,47.6668,-117.2072
747647,47.58327,-117.2064
747648,47.59614,-117.20365
747649,47.58525,-117.2036
747650,47.66951,-117.2019
747651,47.62603,-117.19934
747652,47.63331,-117.19931
747653,47.5768,-117.197
747654,47.6314,-117.1936
747655,47.6156,-117.1935
747656,47.58157,-117.1929
747657,47.61538,-117.204
747658,47.61374,-117.2118
747659,47.58165,-117.2025
747660,47.5841,-117.3348
747661,47.5845,-117.3278
747662,47.58512,-117.3399
747663,47.58538,-117.3279
747664,47.58557,-117.33874
747665,47.58602,-117.3089
747666,47.58911998,-117.3333
747667,47.58921,-117.3387
747668,47.59052,-117.3045
747669,47.59248,-117.30624
747670,47.59248,-117.30624
747671,47.59256,-117.31709
747672,47.59623,-117.32248
747673,47.59648,-117.33867
747674,47.59991,-117.32783
747675,47.59991,-117.32783
747676,47.60001,-117.33322
747677,47.60027,-117.35488
747678,47.60027,-117.35488
747679,47.60091,-117.3412
747680,47.60353,-117.32778
747681,47.60372,-117.33856
747682,47.6039,-117.3602
747683,47.60423,-117.3574
747684,47.60624,-117.3602
747685,47.60715,-117.3277
747686,47.60715,-117.32772
747687,47.60734,-117.3385
747688,47.6113,-117.3281
747689,47.59095,-117.3223
747690,47.63328,-117.18852
747691,47.5891,-117.1867
747692,47.62237,-117.18315
747693,47.62598,-117.18313
747694,47.6442,-117.18314
747695,47.66607,-117.18314
747696,47.60699,-117.18211
747697,47.58516,-117.17685
747698,47.62439168,-117.176278
747699,47.6204,-117.1729
747700,47.65146,-117.17236
747701,47.64417,-117.1723
747702,47.65034041,-117.170342
747703,47.62236,-117.16703
747704,47.58879,-117.16678
747705,47.64051,-117.1616
747706,47.5924,-117.16139
747707,47.60698,-117.1613
747708,47.61517,-117.151
747709,47.667,-117.189
747710,47.6376,-117.1642
747711,47.6688,-117.1833
747712,47.6167,-117.1605
747713,47.6346,-117.1788
747714,47.632,-117.1607
747715,47.5871,-117.1847
747716,47.5882,-117.1628
747717,47.6194,-117.1465
747718,47.5845,-117.1617
747719,47.62603,-117.1876
747720,47.61073,-117.1707
747721,47.62129,-117.1729
747722,47.5869,-117.1842
747723,47.5934,-117.1771
747724,47.60278,-117.1789
747725,47.58347616,-117.178414
750129,48.04411,-117.1946
750131,48.026,-117.1838
750133,48.00045,-117.17926
750134,48.00768,-117.17913
750140,48.0437,-117.15844
750142,47.98946,-117.14792
750144,47.99683,-117.13708
750146,48.02541,-117.12118
750149,48.02790801,-117.0980092
750150,48.01099,-117.09456
750154,48.01094,-117.16934
750155,48.0368,-117.18929
750156,48.04405,-117.18922
750158,48.0437,-117.16383
750162,48.00734,-117.16404
750163,47.9968,-117.13173
750165,48.0311,-117.1774
750166,47.9973,-117.1661
750169,48.0259,-117.1698
750170,48.0238,-117.1745
750171,48.0436,-117.0969
750176,47.74197,-117.13595
750177,47.74905,-117.12
750178,47.75263998,-117.1202
750179,47.7534,-117.1227
750180,47.75608,-117.1366
750181,47.7563,-117.1736
750182,47.7639,-117.1777
750183,47.76652,-117.1059
750184,47.7667,-117.1105
750185,47.7679,-117.1653
750186,47.7681,-117.1723
750187,47.7689,-117.1372
750188,47.77131,-117.167
750189,47.7781,-117.1784
750190,47.7932,-117.1575
750191,47.797,-117.1292
750192,47.80622,-117.119
750193,47.8121,-117.105
750194,47.7784,-117.1188
750195,47.74994,-117.1426
750196,47.79408,-117.1758
750197,47.76432,-117.1041
750198,47.76516,-117.1227
750199,47.75729,-117.128
750200,47.79517,-117.1775
750201,47.75915,-117.1678
750202,47.7999,-117.1199
750375,48.00023,-117.07861
750376,48.02545,-117.0784
750404,48.0409,-117.045
750405,48.0114,-117.0861
750408,47.98218,-117.06743
750411,48.0331,-117.0526
750413,48.005795,-117.064952
750417,48.02013,-117.085
750418,48.03789,-117.0587
750425,47.93148223,-117.070205
750445,47.96387,-117.0843
750446,47.882,-117.0711
750447,47.7923,-117.0638
750448,47.8813,-117.0559
750449,47.87978,-117.05405
750450,47.8687,-117.053
750451,47.8834,-117.0521
750452,47.866322,-117.04413
750453,47.783972,-117.042378
750467,47.7969,-117.0596
750468,47.7974,-117.0585
750469,47.8793,-117.069
750471,47.7716,-117.0794
750473,47.81757,-117.0712
750474,47.76672,-117.0616
750475,47.797883,-117.057117
750476,47.81849,-117.0706
750478,47.75675,-117.06
750479,47.84938,-117.059
750482,47.77973,-117.0787
750483,47.80513,-117.0491
750484,47.73911,-117.0777
751387,47.8404,-117.1618
751388,47.841,-117.1072
751389,47.84947,-117.09668
751390,47.8525,-117.1631
751391,47.8526,-117.1186
751392,47.8566,-117.10718
751393,47.85663,-117.09113
751394,47.85685998,-117.1554
751395,47.86023,-117.09644
751396,47.8618,-117.1544
751397,47.86270981,-117.0942718
751398,47.8639,-117.1509
751399,47.86416,-117.1336
751400,47.86759,-117.11776
751401,47.86767,-117.123
751402,47.87266816,-117.1777666
751403,47.87571,-117.18316
751404,47.8813,-117.1631
751405,47.88287,-117.14968
751406,47.908,-117.1256
751407,47.90813,-117.14418
751408,47.91187999,-117.0968
751409,47.9139,-117.0934
751410,47.9191,-117.1787
751411,47.9245,-117.1631
751412,47.9267,-117.1416
751413,47.92959,-117.13916
751414,47.9378,-117.1484
751415,47.9386,-117.1632
751416,47.95764,-117.13913
751417,47.96422,-117.08912
751418,47.96730946,-117.1470787
751419,47.97431457,-117.1720618
751420,47.97504,-117.10522
751421,47.87553,-117.0958
751422,47.87553619,-117.095814
751581,47.75284,-117.0452
751582,47.76004,-117.09874
751583,47.76012,-117.05574
751584,47.76012,-117.05574
751585,47.76365,-117.05571
751586,47.76369,-117.0662
751587,47.76708,-117.10376
751588,47.76713,-117.09812
751590,47.77076998,-117.0712
751592,47.78155,-117.05572
751593,47.79976,-117.0609
751594,47.79983,-117.08757
751596,47.81054,-117.09275
751597,47.81399,-117.1143
751599,47.82111,-117.10729
751601,47.83875,-117.10206
751602,47.79253,-117.06088
751603,47.7957,-117.0465
751604,47.77,-117.0804
751605,47.77624,-117.0623
776753,47.84077,-117.722
776755,47.84053,-117.72055
776756,47.8693,-117.6801
776757,47.87294,-117.6777
776758,47.86225,-117.67768
776759,47.8537,-117.6774
776760,47.86209,-117.6764
776761,47.864,-117.6759
776762,47.87228447,-117.672607
776763,47.86573,-117.67224
776764,47.86573,-117.67224
776765,47.86932001,-117.6722
776766,47.87396,-117.6678
776777,47.91376,-117.4896
776778,47.91476,-117.4864
776779,47.90527,-117.4835
776780,47.91212,-117.4818
776781,47.93566,-117.4774
776782,47.93069,-117.47424
776783,47.9045,-117.474
776784,47.91494,-117.4679
776785,47.9253,-117.4657
776786,47.86562,-117.46249
776787,47.93083,-117.45787
776788,47.90293,-117.4526
776789,47.9141,-117.4486
776790,47.8671,-117.4378
776791,47.91888,-117.4347
776792,47.87537,-117.4318
776793,47.88358,-117.4309
776794,47.8871,-117.4301
776795,47.8795,-117.4282
776796,47.89896,-117.428
776797,47.8845,-117.4269
776798,47.87054,-117.424
776799,47.86404,-117.4239
776800,47.9079,-117.4238
776801,47.85727,-117.422
776802,47.8846,-117.4203
776803,47.90201,-117.4197
776804,47.9253,-117.4195
776805,47.89768,-117.4192
776806,47.913,-117.4189
776807,47.9056,-117.4147
776808,47.88383,-117.4325
776809,47.92011,-117.45
776810,47.8577,-117.4786
776811,47.90692,-117.4432
776812,47.92028,-117.4594
776813,47.91817,-117.4533
776814,47.92067,-117.4561
776815,47.91894,-117.4542
776816,47.93237,-117.4767
776817,47.84287616,-117.4207141
776827,47.8731,-117.5335
776828,47.89021,-117.53293
776829,47.9392,-117.5298
776830,47.93781,-117.52
776831,47.89325,-117.5175
776832,47.9001,-117.5141
776833,47.87957,-117.51137
776834,47.93401,-117.50126
776835,47.8689,-117.4955
776841,47.83929,-117.5271
776842,47.89437,-117.5322
776844,47.92216,-117.5
776852,47.84641,-117.5266
776853,47.90525,-117.4991
776854,47.9413,-117.5097
776855,47.9413,-117.5097
776857,47.9028,-117.5094
776900,47.8787,-117.6829
776931,47.88138,-117.6894
777093,47.94509,-117.4598
777094,47.94297,-117.3896
777095,47.94202,-117.4614
777096,47.96661,-117.3967
777097,47.986,-117.4215
777098,47.96579,-117.4034
777099,48.00037,-117.3761
777100,47.94033,-117.4656
777101,47.99586,-117.3817
777102,47.94084,-117.4624
777103,47.96689,-117.4033
777104,47.9398,-117.4659
777105,47.98134,-117.3818
777106,47.94349,-117.4819
777107,47.94148,-117.4454
777108,47.99709,-117.3779
777109,48.00107,-117.4326
777110,47.97358,-117.4773
777111,47.95544,-117.3923
777112,47.9618,-117.4117
777113,47.97572,-117.4471
777114,47.9501,-117.3994
777115,47.9499,-117.4041
777116,47.9555,-117.4091
777117,47.9729,-117.47166
777118,47.96915,-117.46117
777119,47.9956,-117.3812
777120,47.9571,-117.3956
777121,47.9791,-117.4864
777122,47.97598,-117.37918
777123,47.97235,-117.37921
777124,47.9421,-117.3798
777125,47.9691,-117.3821
777126,47.9561,-117.38291
777127,47.98686,-117.39534
777128,48.00127,-117.39559
777129,47.9801,-117.3956
777130,47.96151,-117.40115
777131,47.9836,-117.4036
777132,47.9797,-117.4059
777133,48.00134,-117.40655
777134,47.98694,-117.41751
777135,47.98694,-117.41751
777136,48.00184,-117.4449
777137,47.98008,-117.45586
777138,47.94522,-117.46352
777139,47.94885,-117.46894
777140,47.9816,-117.4756
777141,47.9635,-117.4858
777142,47.98145,-117.4251
777186,47.95592,-117.4904
777187,47.95898,-117.49574
777188,47.96211,-117.4881
777189,47.9622727,-117.5000753
777205,47.95222,-117.49583
777206,47.9553,-117.53447
777212,48.0084,-117.5268
777220,47.97816,-117.5285
777224,48.00943,-117.5257
777225,47.96792,-117.5064
777226,47.99363,-117.5131
777229,47.95927,-117.4884
777275,48.0277,-117.5124
777278,48.01646,-117.4615
777279,48.0128,-117.4513
777283,48.01966,-117.42303
777285,48.0441,-117.4212
777287,48.01949,-117.41219
777292,48.01601,-117.423
777293,48.00917,-117.45052
777294,48.00523,-117.4283
777295,48.00496,-117.40658
777296,48.0088,-117.4065
777298,48.0193,-117.4173
777299,48.01288,-117.46686
777300,48.0144,-117.3903
777301,48.0128,-117.3808
777302,48.027,-117.4712
777304,48.0125,-117.4505
777305,48.0063,-117.451
777306,48.0414,-117.3798
777307,48.018,-117.428
777311,48.02367,-117.402
777312,48.03953,-117.3821
777313,48.02345,-117.4501
777314,48.01268,-117.4048
777315,48.0046,-117.4025
777318,48.02124,-117.4487
777320,48.02381,-117.5233
777596,47.90566,-117.40899
777597,47.9372,-117.4044
777598,47.89846,-117.40361
777599,47.86931,-117.40325
777600,47.86569,-117.40315
777601,47.9222,-117.4014
777602,47.8988,-117.4008
777603,47.89079,-117.3982
777604,47.9156,-117.3981
777605,47.91303,-117.3975
777606,47.92332,-117.3947
777607,47.9211,-117.3946
777608,47.9134,-117.3917
777609,47.87373,-117.3884
777610,47.9377,-117.3881
777611,47.914897,-117.386286
777612,47.884,-117.38198
777613,47.88799,-117.3816
777614,47.8676,-117.3789
777615,47.87308,-117.37652
777616,47.93488,-117.3752
777617,47.84364,-117.3925
777618,47.90327,-117.3814
777619,47.91332,-117.4002
777620,47.87395,-117.3953
777621,47.86919,-117.3767
777633,47.84828,-117.7043
777640,47.85495,-117.69874
777642,47.8519,-117.6952
777643,47.84421,-117.69346
777644,47.86712,-117.6929
777645,47.86578,-117.68824
777646,47.84139925,-117.6878974
777647,47.8396,-117.6865
777648,47.85194,-117.7007
777900,47.44788,-117.73338
777901,47.44788,-117.73338
777902,47.4696,-117.72793
777903,47.4724,-117.7224
777904,47.4432,-117.7224
777905,47.44791,-117.71739
777906,47.44428,-117.71738
777907,47.44428,-117.71738
777908,47.48767,-117.71731
777909,47.44783,-117.71204
777910,47.50553999,-117.712
777911,47.50913999,-117.712
777912,47.51647,-117.70675
777913,47.49845999,-117.7067
777914,47.45121,-117.70118
777915,47.46589,-117.70113
777916,47.45857,-117.70113
777917,47.50578,-117.69609
777918,47.46218,-117.69574
777919,47.50581,-117.69062
777920,47.44035,-117.69061
777921,47.5237695,-117.6883556
777922,47.46211999,-117.6853
777923,47.46578,-117.68529
777924,47.45843,-117.68525
777925,47.45843,-117.68525
777926,47.52377,-117.68524
777927,47.52738,-117.68521
777928,47.47301,-117.6852
777929,47.51666,-117.6852
777930,47.44743,-117.68518
777931,47.50849405,-117.684015
777932,47.46576,-117.68
777933,47.45842,-117.67992
777934,47.4876,-117.7039
777935,47.4562,-117.7108
777936,47.4949,-117.69606
777937,47.4546,-117.7221
777938,47.438191,-117.6909
777939,47.51017,-117.6999
777940,47.50605,-117.6972
777941,47.458,-117.696
777942,47.4575,-117.6999
777943,47.51429,-117.6783
777944,47.45185,-117.6952
777945,47.50363,-117.6943
777946,47.44193,-117.7441
777947,47.50661,-117.7053
777979,47.26181,-117.60393
777980,47.26907998,-117.7072
777981,47.28793,-117.7169
777982,47.29,-117.71
777983,47.290535,-117.623388
777984,47.29187,-117.694
777985,47.29252,-117.6572
777986,47.29996298,-117.6146378
777987,47.30563,-117.66324
777988,47.30605,-117.6381
777989,47.3128,-117.7122
777990,47.31296,-117.66878
777991,47.32389,-117.63062
777992,47.33101,-117.67389
777993,47.33333333,-117.7
777994,47.33466,-117.66315
777995,47.3383,-117.65781
777996,47.3395,-117.604
777997,47.3446,-117.6288
777998,47.3457,-117.71754
777999,47.34943997,-117.6095
778000,47.34985,-117.643
778001,47.32737,-117.635
778002,47.3459,-117.6382
778003,47.34678,-117.6373
778004,47.3390161,-117.668014
778005,47.3332061,-117.655914
778076,47.4621,-117.67462
778077,47.44748,-117.66915
778078,47.51666667,-117.6666667
778079,47.43666,-117.65855
778080,47.44026,-117.65313
778081,47.44026,-117.64777
778082,47.4666,-117.6344
778083,47.5,-117.6333333
778084,47.45833333,-117.625
778085,47.45833333,-117.625
778086,47.45833333,-117.625
778087,47.45833333,-117.625
778088,47.46204,-117.62077
778089,47.45,-117.6166667
778090,47.46666667,-117.6166667
778091,47.5,-117.6166667
778092,47.4491,-117.6071
778093,47.4452,-117.6031
778094,47.49112,-117.6316
778095,47.502,-117.661
778096,47.47277778,-117.6052778
778097,47.4725,-117.6079
778098,47.4434,-117.6685
778099,47.4514,-117.6767
778100,47.435,-117.631
778101,47.5191,-117.6764
778102,47.5304,-117.6628
778103,47.471869,-117.601818
778104,47.4699,-117.6309
778105,47.51987,-117.6684
778106,47.49768,-117.6594
778107,47.51638,-117.6727
778108,47.51244,-117.6547
778109,47.4658,-117.6357
778110,47.5164,-117.6737
778111,47.46441,-117.6119
778112,47.50023611,-117.6396141
778113,47.2823,-117.5932
778114,47.29792,-117.5395
778115,47.29815,-117.58228
778116,47.30547,-117.59307
778117,47.3095,-117.5678
778118,47.32,-117.538
778119,47.335,-117.5995
778120,47.33701477,-117.5781362
778121,47.34173,-117.57678
778122,47.34544002,-117.577
778123,47.3491,-117.5664
778124,47.355719,-117.539681
778125,47.37115,-117.5431
778126,47.3744,-117.5644
778127,47.37836,-117.57211
778128,47.38333333,-117.5833333
778129,47.38333333,-117.5833333
778130,47.38333333,-117.5333333
778131,47.3848,-117.5938
778132,47.3877,-117.5762
778133,47.3885,-117.5644
778134,47.3896,-117.581
778135,47.30382,-117.5564
778136,47.38993,-117.5842
778137,47.36444,-117.5988
778138,47.36369611,-117.562614
778139,47.459,-117.577
778140,47.4631,-117.5764
778141,47.4644,-117.5632
778142,47.4668,-117.5366
778143,47.4724,-117.551
778144,47.47652,-117.57277
778145,47.47696,-117.53176
778146,47.48001,-117.553
778147,47.48005,-117.55834
778148,47.48022,-117.5835
778149,47.48363,-117.54776
778150,47.49093095,-117.5507363
778151,47.491,-117.5673
778152,47.49839,-117.53732
778153,47.5016,-117.551
778154,47.50188,-117.54266
778155,47.50552,-117.54266
778156,47.50915,-117.5426
778157,47.5162,-117.5295
778158,47.52723,-117.53176
778159,47.52735,-117.55826
778160,47.52738,-117.57268
778161,47.45499,-117.53241
778162,47.48732,-117.5532
778163,47.5019,-117.55334
778164,47.48018,-117.57812
778165,47.52376,-117.58344
778166,47.4625,-117.533
778167,47.48105,-117.52654
778168,47.4962,-117.5641
778169,47.5114,-117.5438
778170,47.4941,-117.5778
778171,47.502,-117.555
778172,47.477,-117.581
778173,47.463,-117.582
778174,47.481,-117.561
778175,47.4668,-117.5864
778176,47.5011,-117.5323
778177,47.5033,-117.5561
778178,47.461,-117.529
778179,47.5148,-117.529
778180,47.5206,-117.5289
778181,47.47597,-117.5776
778182,47.49607,-117.5621
778183,47.47743,-117.5754
778184,47.46248,-117.5334
778185,47.478514,-117.535773
778186,47.50301,-117.5384
778187,47.52439,-117.5595
778188,47.48396,-117.5764
778189,47.52930612,-117.565914
778190,47.38055556,-117.5
778191,47.3911,-117.4882
778192,47.4,-117.5
778193,47.4002,-117.5243
778194,47.4045,-117.4885
778195,47.4083,-117.4944
778196,47.4197,-117.5243
778197,47.4206,-117.5155
778198,47.4274,-117.4891
778199,47.4274,-117.4811
778200,47.4281,-117.5243
778201,47.4286,-117.5243
778202,47.43271,-117.50667
778203,47.4328,-117.51202
778204,47.43625,-117.48515
778205,47.4462,-117.5168
778206,47.4465,-117.5096
778207,47.44759,-117.47986
778208,47.4491,-117.4881
778209,47.45515,-117.47974
778210,47.45535,-117.52161
778211,47.4554,-117.4883
778212,47.45909,-117.49566
778213,47.4591,-117.4894
778214,47.4592,-117.4882
778215,47.4632,-117.5243
778216,47.4635,-117.4891
778217,47.4742,-117.4873
778218,47.40861111,-117.5072222
778219,47.457,-117.489
778220,47.4102,-117.4727
778221,47.4816,-117.5043
778222,47.486,-117.5
778223,47.46,-117.505
778224,47.4547,-117.4954
778225,47.4521,-117.4956
778226,47.4777,-117.4762
