fid,LATITUDE,LONGITUDE,CanopyCover,Aspect,Elevation,SlopeD,CanopyBulkDensity,CanopyBaseHeight,CanopyHeight,40FireBehaviorFuel,PopDensity,BuildingDensity,HUDen
741372,47.57375,-117.54374,0,-1,748,2,0,0,0,101,337,122,109
741373,47.5701,-117.54371,45,39,750,4,8,25,45,188,90,73,30
741374,47.58145,-117.5841,0,-1,742,1,0,0,0,121,0,0,0
741375,47.57789,-117.543,0,147,776,5,0,0,0,142,384,122,124
741376,47.57,-117.6105,0,-1,736,0,0,0,0,91,88,89,36
741377,47.5523,-117.6115,0,6,797,7,0,0,0,93,0,0,0
741378,47.56275,-117.5979,0,-1,733,0,0,0,0,91,158,114,67
741379,47.56673,-117.6062,0,-1,736,0,0,0,0,98,36,0,0
741380,47.53240419,-117.3873787,45,310,697,10,6,20,45,183,183,81,68
741381,47.532728,-117.399306,35,115,697,6,6,10,35,162,24,16,13
741382,47.53471,-117.39783,0,110,708,3,0,0,0,123,47,32,26
741383,47.53496,-117.3956,35,67,690,18,6,24,35,162,12,8,7
741384,47.5441,-117.3957,0,-1,712,1,0,0,0,123,53,32,22
741385,47.54544,-117.37669,35,307,607,23,6,10,35,162,447,219,187
741386,47.54562,-117.3983,0,-1,712,1,0,0,0,91,68,41,27
741387,47.54562,-117.3983,0,-1,712,1,0,0,0,91,68,41,27
741388,47.54572,-117.40373,0,-1,717,0,0,0,0,93,45,32,15
741389,47.5511,-117.3791,0,95,638,5,0,0,0,91,58,49,33
741390,47.55647,-117.3937,25,62,640,10,6,3,25,162,5,57,5
741391,47.55648,-117.3878,0,4,574,8,0,0,0,122,11,9,6
741392,47.5566,-117.39859,0,-1,708,0,0,0,0,122,136,81,54
741393,47.55682,-117.4094,35,-1,704,1,6,24,35,162,95,57,38
741394,47.55722,-117.3884,0,-1,567,2,0,0,0,98,34,0,0
741395,47.5578,-117.3791,0,207,593,17,0,0,0,122,62,50,26
741396,47.55825,-117.3766,0,190,621,20,0,0,0,122,61,41,26
741397,47.55846,-117.4012,0,-1,707,1,0,0,0,142,55,33,22
741398,47.5604,-117.40397,0,-1,702,1,0,0,0,102,96,57,38
741399,47.5604,-117.4182,45,300,675,16,8,7,45,186,0,0,0
741400,47.5605,-117.3796,25,168,628,16,4,23,25,162,61,32,23
741401,47.562,-117.383,35,263,615,13,9,6,35,185,110,73,30
741402,47.56408,-117.40395,35,357,693,3,6,10,35,162,14,8,5
741403,47.56767,-117.39861,0,27,635,5,0,0,0,91,27,16,11
741404,47.56773997,-117.4146,35,109,653,8,6,40,35,162,0,0,0
741405,47.5713,-117.39855,45,67,615,5,8,25,45,188,0,0,0
741406,47.57135,-117.40389,45,303,612,12,8,5,45,188,381,227,152
741407,47.5722,-117.4163,25,-1,715,1,6,9,25,162,122,73,49
741408,47.57301,-117.4011,25,53,617,3,6,3,25,162,14,8,5
741409,47.57482,-117.37709,0,132,658,6,0,0,0,121,0,0,0
741410,47.53955,-117.4089,45,-1,717,0,8,12,45,188,122,89,40
741411,47.54369,-117.4005,0,-1,715,1,0,0,0,91,179,122,64
741412,47.63388,-117.4478,0,258,580,11,0,0,0,91,97,32,45
741413,47.65084,-117.4465,0,250,570,22,0,0,0,91,1648,368,1100
741414,47.6347,-117.4483,0,257,577,10,0,0,0,121,145,49,68
741415,47.62331,-117.4408,0,-1,542,2,0,0,0,91,162,122,95
741416,47.65125,-117.4471,45,247,555,24,8,8,45,185,1407,315,958
741417,47.61163,-117.4338,0,-1,582,1,0,0,0,122,15,16,6
741418,47.61202,-117.4226,0,-1,554,1,0,0,0,122,21,8,9
741419,47.64873,-117.4493,35,65,566,21,6,10,35,162,86,75,37
741420,47.5828,-117.4293,0,-1,706,1,0,0,0,141,153,162,58
741421,47.58113,-117.4208,35,-1,718,1,9,3,35,162,78,65,23
741422,47.54604,-117.4467,0,-1,711,2,0,0,0,123,32,24,10
741423,47.63001,-117.4465,0,43,602,3,0,0,0,122,29,24,12
741424,47.5886,-117.4481,0,308,615,13,0,0,0,99,42,41,20
741425,47.6205,-117.4464,45,61,625,8,8,12,45,188,10,8,4
741426,47.6168,-117.4534,0,-1,692,1,0,0,0,123,25,16,8
741427,47.6504,-117.4224,0,24,605,11,0,0,0,91,4917,341,4544
741428,47.5849,-117.4523,0,309,630,14,0,0,0,91,25,24,12
741429,47.5824,-117.4422,0,-1,711,1,0,0,0,122,70,57,25
741430,47.6501,-117.4196,0,349,606,4,0,0,0,91,4044,316,3499
741431,47.59269,-117.4521,35,123,605,14,6,24,35,162,19,16,5
741432,47.5894,-117.4214,0,-1,702,2,0,0,0,91,1888,738,752
741433,47.6047,-117.4423,0,145,607,5,0,0,0,91,15,16,6
741434,47.64817,-117.41921,0,39,628,12,0,0,0,91,1947,170,1288
741435,47.58567,-117.41975,0,338,713,5,0,0,0,123,0,0,0
741436,47.57843,-117.41986,0,-1,717,0,0,0,0,102,142,73,41
741437,47.57466,-117.42522,0,-1,717,1,0,0,0,101,179,130,44
741438,47.56743,-117.42527,0,-1,717,0,0,0,0,122,157,114,45
741439,47.56382,-117.42531,0,-1,715,2,0,0,0,102,14,8,5
741440,47.58899,-117.42964,35,125,696,7,9,6,35,185,1079,438,423
741441,47.54198,-117.43029,0,-1,699,1,0,0,0,103,0,0,0
741442,47.56003,-117.43511,25,-1,715,1,6,9,25,162,51,49,16
741443,47.55641,-117.43525,0,-1,715,2,0,0,0,91,75,49,23
741444,47.53469,-117.43592,35,276,703,4,9,4,35,183,34,32,12
741445,47.60345,-117.44004,45,155,601,6,6,20,45,183,46,49,19
741446,47.59983,-117.44014,0,-1,589,1,0,0,0,121,36,24,9
741447,47.59983,-117.44014,0,-1,589,1,0,0,0,121,36,24,9
741448,47.53469,-117.44126,25,-1,707,2,6,28,25,122,32,24,10
741449,47.6037,-117.4438,45,-1,624,2,8,3,45,188,0,0,0
741450,47.6041904,-117.4448106,25,82,627,4,6,3,25,162,0,0,0
741451,47.57459,-117.44632,0,-1,713,1,0,0,0,102,0,0,0
741452,47.54922,-117.45185,0,-1,717,0,0,0,0,93,54,41,17
741453,47.53829,-117.4519,35,-1,714,0,9,3,35,183,11,8,3
741454,47.59269,-117.4521,35,123,605,14,6,24,35,162,19,16,5
741455,47.59269,-117.4521,35,123,605,14,6,24,35,162,19,16,5
741456,47.5963,-117.45211,25,123,668,23,4,48,25,183,0,0,0
741457,47.5963,-117.45211,25,123,668,23,4,48,25,183,0,0,0
741458,47.5963,-117.45211,25,123,668,23,4,48,25,183,0,0,0
741459,47.58425833,-117.4528802,0,289,626,19,0,0,0,91,34,32,16
741460,47.64178,-117.4499,0,-1,585,2,0,0,0,91,1001,365,379
741461,47.61319,-117.6069,0,-1,723,1,0,0,0,142,32,49,16
741462,47.64566,-117.6066,0,-1,730,2,0,0,0,91,0,16,3
741463,47.626,-117.6043,0,-1,727,1,0,0,0,122,0,0,0
741464,47.60035,-117.6002,0,-1,734,1,0,0,0,123,5,8,3
741465,47.63024,-117.57983,0,-1,723,0,0,0,0,91,15,16,2
741466,47.60371,-117.57795,0,-1,736,1,0,0,0,122,0,0,0
741467,47.5944,-117.573,0,-1,735,1,0,0,0,102,0,0,0
741468,47.60007,-117.57255,0,-1,732,2,0,0,0,121,5,8,3
741469,47.59282,-117.56719,0,-1,735,2,0,0,0,91,0,16,0
741470,47.59238,-117.5624,0,-1,737,2,0,0,0,91,38,24,22
741471,47.606,-117.5524,0,-1,730,0,0,0,0,91,0,0,0
741472,47.6001,-117.5486,0,-1,735,0,0,0,0,91,0,0,0
741473,47.59553,-117.5427,0,-1,738,1,0,0,0,91,100,49,33
741474,47.64851,-117.54237,0,143,707,3,0,0,0,93,70,81,23
741475,47.59328,-117.5394,0,-1,738,1,0,0,0,142,723,296,304
741476,47.60435,-117.5359,0,-1,732,1,0,0,0,91,159,91,65
741477,47.60676,-117.5324,0,-1,731,1,0,0,0,91,37,49,7
741478,47.60573,-117.5312,0,-1,731,0,0,0,0,102,33,32,7
741479,47.60394761,-117.527299,0,-1,732,1,0,0,0,122,16,25,12
741480,47.64392,-117.5407,0,-1,708,1,0,0,0,142,279,97,88
741481,47.58846,-117.5353,0,-1,739,1,0,0,0,91,56,41,20
741482,47.60284,-117.5809,0,-1,737,2,0,0,0,142,0,0,0
741483,47.59105,-117.5666,0,-1,738,1,0,0,0,91,0,8,0
741484,47.64650612,-117.6043141,0,-1,734,2,0,0,0,121,870,97,372
741485,47.65190613,-117.5674141,0,-1,719,1,0,0,0,102,477,66,174
741486,47.64598678,-117.4807039,45,73,676,3,8,12,45,188,115,73,31
741487,47.6293,-117.4806,0,-1,689,2,0,0,0,122,229,97,125
741488,47.6542,-117.4804,25,148,609,9,6,28,25,122,0,0,0
741489,47.61672,-117.4793,0,-1,692,2,0,0,0,91,379,154,104
741490,47.63745,-117.4785,0,201,689,3,0,0,0,91,293,187,110
741491,47.64105,-117.47842,0,-1,686,2,0,0,0,91,102,105,55
741492,47.6548,-117.4782,35,175,606,9,9,3,35,162,57,8,8
741493,47.65552,-117.47801,45,130,610,6,6,20,45,122,57,8,8
741494,47.6425,-117.4775,45,-1,689,1,6,20,45,183,195,114,53
741495,47.642,-117.477,45,-1,690,1,6,20,45,183,196,122,50
741496,47.6212,-117.4769,0,128,688,7,0,0,0,91,218,138,77
741497,47.64381,-117.4768,45,10,687,11,8,12,45,185,670,154,390
741498,47.63739,-117.4729,0,-1,660,2,0,0,0,91,347,178,103
741499,47.63836,-117.4711,45,88,655,4,6,20,45,183,49,41,30
741500,47.6552,-117.4691,45,25,569,13,8,25,45,188,60,57,47
741501,47.6541,-117.468,45,-1,592,2,6,20,45,183,50,41,39
741502,47.61929,-117.4675,45,-1,698,1,6,20,45,183,173,138,74
741503,47.64096,-117.4659,45,6,628,6,6,20,45,183,26,16,15
741504,47.6377,-117.465,45,1,684,7,6,20,45,183,97,32,59
741505,47.62145764,-117.4626191,0,14,677,3,0,0,0,121,25,16,8
741506,47.65215,-117.4621,0,47,595,7,0,0,0,91,1457,641,494
741507,47.63378,-117.4597,45,167,664,13,12,3,45,188,801,276,338
741508,47.64784,-117.4673,0,5,670,6,0,0,0,91,583,227,282
741509,47.65627,-117.4653,0,347,552,6,0,0,0,91,624,454,431
741510,47.64137,-117.4694,0,114,649,8,0,0,0,91,108,57,62
741511,47.66269,-117.4672,0,101,552,4,0,0,0,91,0,8,0
741512,47.66269,-117.4672,0,101,552,4,0,0,0,91,0,8,0
741513,47.6408,-117.4801,45,294,689,6,6,20,45,183,163,154,91
741514,47.65532,-117.4699,45,345,569,13,8,9,45,188,0,8,0
741515,47.6494,-117.4798,0,337,647,15,0,0,0,91,36,24,9
741516,47.64267,-117.4707,45,108,677,9,6,20,45,183,1120,260,739
741517,47.65824614,-117.4576141,25,-1,527,2,4,48,25,122,0,0,0
741518,47.64477,-117.5049,35,-1,692,1,9,3,35,183,97,65,39
741519,47.65557,-117.5048,0,-1,682,2,0,0,0,142,40,41,18
741520,47.6241,-117.5048,0,-1,712,1,0,0,0,99,5,16,2
741521,47.6219,-117.5044,0,-1,713,0,0,0,0,91,5,24,2
741522,47.62297,-117.49964,0,-1,709,1,0,0,0,93,19,49,9
741523,47.65555,-117.49944,0,109,686,4,0,0,0,121,30,32,14
741524,47.641879,-117.497213,0,183,701,3,0,0,0,91,15,8,2
741525,47.65193,-117.49406,0,-1,681,1,0,0,0,91,113,73,39
741526,47.6414,-117.494,0,-1,695,1,0,0,0,91,41,24,6
741527,47.6428,-117.4894,0,-1,694,0,0,0,0,91,500,454,295
741528,47.63025,-117.48906,0,320,696,4,0,0,0,101,170,105,117
741529,47.63386,-117.48902,45,-1,693,1,8,12,45,188,108,146,46
741530,47.6403,-117.489,0,-1,693,2,0,0,0,91,114,114,57
741531,47.62296,-117.48896,0,-1,702,1,0,0,0,122,5,8,1
741532,47.61931,-117.48887,0,-1,701,1,0,0,0,122,35,57,9
741533,47.6404,-117.4884,0,-1,694,1,0,0,0,91,134,138,79
741534,47.6423,-117.4882,0,-1,694,1,0,0,0,91,339,316,196
741535,47.6271,-117.4876,0,-1,699,1,0,0,0,123,20,32,5
741536,47.6455,-117.4862,0,118,675,11,0,0,0,91,176,122,68
741537,47.6521,-117.4862,35,78,661,15,9,3,35,162,66,49,24
741538,47.6377,-117.4861,35,4,693,9,6,10,35,162,58,49,37
741539,47.6211,-117.4859,0,-1,700,0,0,0,0,91,121,114,36
741540,47.6509,-117.4847,45,66,646,12,8,25,45,188,53,32,19
741541,47.64107,-117.48369,45,301,683,8,8,10,45,185,144,122,92
741542,47.6193,-117.48354,0,135,693,3,0,0,0,91,253,146,82
741543,47.65913,-117.48328,25,77,667,3,6,3,25,162,0,0,0
741544,47.637,-117.4831,45,41,693,3,8,12,45,188,106,89,67
741545,47.6402,-117.4831,45,16,688,6,6,20,45,183,247,211,151
741546,47.6402,-117.4831,45,16,688,6,6,20,45,183,247,211,151
741547,47.6303,-117.4826,0,43,694,3,0,0,0,91,335,130,197
741548,47.65617,-117.4824,45,124,650,20,8,3,45,188,0,0,0
741549,47.64876,-117.4947,0,-1,683,2,0,0,0,143,74,49,26
741550,47.6488,-117.4922,0,279,700,4,0,0,0,123,30,16,10
741551,47.65216,-117.4819,35,68,617,5,6,24,35,162,0,0,0
741552,47.64862,-117.4877,0,63,675,9,0,0,0,91,241,138,84
741553,47.62192,-117.5005,0,-1,710,1,0,0,0,91,11,24,4
741554,47.64159,-117.489,0,-1,694,1,0,0,0,91,179,187,91
741555,47.64373,-117.5012,45,-1,701,1,6,20,45,183,61,41,25
741556,47.64264,-117.4841,0,119,678,7,0,0,0,91,75,65,44
741557,47.63629,-117.4859,0,120,694,5,0,0,0,91,37,41,20
741558,47.6412,-117.7042,0,304,713,8,0,0,0,91,117,89,46
741559,47.6414,-117.7254,0,-1,720,0,0,0,0,93,0,0,0
741560,47.6426,-117.6975,0,332,737,5,0,0,0,91,122,89,47
741561,47.6509,-117.6992,0,149,681,6,0,0,0,143,13,16,5
741562,47.65998001,-117.7632,0,-1,757,0,0,0,0,102,0,0,0
741563,47.67042,-117.70893,25,317,706,15,6,9,25,162,0,0,0
741564,47.67456328,-117.7053925,0,176,678,10,0,0,0,102,10,16,6
741565,47.67707,-117.6975,25,316,731,9,6,9,25,162,68,57,28
741566,47.67763,-117.70353,35,122,699,17,9,3,35,162,0,0,0
741567,47.6778,-117.6981,35,304,706,20,6,24,35,162,78,65,31
741568,47.67965,-117.7115,0,-1,730,2,0,0,0,121,0,0,0
741569,47.69277,-117.77375,0,271,764,3,0,0,0,93,0,0,0
741570,47.69373969,-117.7323429,0,-1,762,1,0,0,0,93,0,0,0
741571,47.69981,-117.80616,0,271,764,5,0,0,0,102,0,0,0
741572,47.7071,-117.7049,35,323,749,4,6,10,35,162,0,0,0
741573,47.7127,-117.7371,0,5,748,3,0,0,0,102,0,0,0
741574,47.7145,-117.71,0,-1,719,0,0,0,0,122,44,49,18
741575,47.7164,-117.724,35,188,741,8,6,24,35,162,18,16,8
741576,47.71778997,-117.7575,0,-1,775,0,0,0,0,93,0,0,0
741577,47.7215,-117.7184,0,94,731,9,0,0,0,122,0,0,0
741578,47.7229,-117.7421,0,-1,763,0,0,0,0,102,0,0,0
741579,47.7231,-117.7006,0,-1,745,2,0,0,0,121,9,8,4
741580,47.72484,-117.7035,45,329,667,12,8,9,45,188,0,0,0
741581,47.72489,-117.7251,0,-1,757,1,0,0,0,121,0,0,0
741582,47.7296,-117.7024,0,134,719,7,0,0,0,102,0,0,0
741583,47.73208,-117.70353,15,168,741,5,3,10,15,186,30,16,6
741584,47.73216,-117.7305,35,354,725,10,6,10,35,162,0,0,0
741585,47.69227,-117.7147,0,-1,750,2,0,0,0,121,0,0,0
741586,47.71397,-117.7331,0,204,738,4,0,0,0,91,23,24,5
741587,47.64354,-117.7405,0,-1,733,1,0,0,0,91,0,0,0
741588,47.6956,-117.7247,0,-1,757,2,0,0,0,121,0,0,0
741589,47.71246612,-117.6990141,0,-1,754,1,0,0,0,102,0,0,0
741590,47.646,-117.6818,0,-1,740,1,0,0,0,93,0,0,0
741591,47.64847,-117.67122,0,-1,740,1,0,0,0,102,0,0,0
741592,47.64848,-117.67657,0,-1,740,0,0,0,0,102,0,0,0
741593,47.65115,-117.6493,0,199,737,3,0,0,0,122,101,97,44
741594,47.6552,-117.672,35,318,742,3,6,10,35,162,57,49,20
741595,47.6554,-117.6544,0,-1,737,0,0,0,0,102,101,81,36
741596,47.6556,-117.64966,0,-1,738,1,0,0,0,122,131,105,47
741597,47.66093939,-117.647797,35,-1,736,0,9,3,35,122,0,0,0
741598,47.66293,-117.66572,45,304,738,3,8,12,45,188,0,0,0
741599,47.6647,-117.679,0,-1,724,1,0,0,0,122,61,49,23
741600,47.66882,-117.6637,45,-1,739,1,8,8,45,185,185,114,57
741601,47.6798,-117.6663,35,233,697,21,6,37,35,162,66,41,22
741602,47.6799,-117.6799,35,108,705,9,6,37,35,162,35,24,11
741603,47.68024,-117.6233,0,-1,727,0,0,0,0,123,109,73,31
741604,47.68463,-117.6603,35,170,707,6,6,10,35,162,26,16,9
741605,47.68474,-117.67639,35,96,679,18,6,10,35,162,54,49,22
741606,47.68476,-117.68717,35,170,712,12,6,24,35,162,16,16,7
741607,47.6852,-117.6761,35,92,672,10,9,3,35,162,25,24,11
741608,47.69199,-117.68176,0,229,728,6,0,0,0,102,0,0,0
741609,47.692,-117.68718,0,79,749,4,0,0,0,102,111,81,34
741610,47.69541,-117.63346,35,198,636,9,9,3,35,162,0,0,0
741611,47.69556,-117.66569,0,-1,751,0,0,0,0,121,26,16,9
741612,47.6956,-117.67642,35,-1,744,1,6,24,35,162,45,32,13
741613,47.696143,-117.676252,0,-1,745,1,0,0,0,102,45,32,13
741614,47.69917,-117.65491,35,201,728,3,9,3,35,162,22,24,11
741615,47.69923,-117.6603,25,230,742,4,4,23,25,162,50,57,26
741616,47.69928,-117.6657,45,-1,751,0,8,13,45,161,105,65,36
741617,47.70114,-117.6472,0,-1,726,2,0,0,0,122,22,24,11
741618,47.70288,-117.6389,0,-1,714,1,0,0,0,122,36,41,19
741619,47.7048523,-117.6663342,0,-1,750,2,0,0,0,93,0,0,0
741620,47.70699,-117.6448,0,-1,727,2,0,0,0,122,47,49,19
741621,47.7085,-117.6348,0,-1,726,0,0,0,0,102,0,0,0
741622,47.71015,-117.62291,0,35,710,3,0,0,0,122,54,57,22
741623,47.7106,-117.6324,0,-1,724,1,0,0,0,102,16,16,6
741624,47.7124,-117.6229,0,24,697,8,0,0,0,142,64,65,26
741625,47.64091,-117.6622,0,-1,746,1,0,0,0,121,0,0,0
741626,47.64994,-117.6717,0,-1,741,1,0,0,0,102,0,0,0
741627,47.66026612,-117.6493141,0,-1,737,1,0,0,0,123,0,0,0
741628,47.6551,-117.5212,0,354,691,5,0,0,0,102,42,41,14
741629,47.65578,-117.53166,0,-1,703,2,0,0,0,102,25,24,9
741630,47.6777,-117.577,35,-1,707,2,6,24,35,162,8,8,3
741631,47.68091,-117.57988,0,230,699,3,0,0,0,122,0,0,0
741632,47.6837,-117.6012,45,340,685,5,8,3,45,188,0,0,0
741633,47.69177,-117.60121,0,330,619,6,0,0,0,91,69,41,10
741634,47.698,-117.5801,0,292,688,3,0,0,0,102,0,0,0
741635,47.71,-117.55858,0,-1,679,2,0,0,0,122,6,8,3
741636,47.72449,-117.58541,0,-1,595,2,0,0,0,122,27,24,12
741637,47.7256,-117.5621,45,313,623,17,8,12,45,188,0,0,0
741638,47.7339,-117.5733,35,-1,581,1,6,10,35,162,43,32,11
741639,47.7346,-117.5362,45,325,519,3,12,3,45,188,0,0,0
741640,47.73515,-117.54754,35,15,570,4,9,3,35,162,0,0,0
741641,47.73522,-117.56904,0,-1,577,2,0,0,0,122,43,32,11
741642,47.7415,-117.5844,0,19,568,4,0,0,0,102,63,73,29
741643,47.74247,-117.57971,35,-1,563,1,6,24,35,162,14,16,6
741644,47.74959,-117.59608,55,62,599,10,11,5,55,162,0,0,0
741645,47.6762,-117.6079,0,-1,711,0,0,0,0,142,872,365,329
741646,47.65766,-117.5249,0,62,686,3,0,0,0,91,50,49,19
741647,47.75663,-117.58524,35,11,691,10,6,24,35,162,0,0,0
741648,47.67901,-117.593,25,-1,696,2,6,9,25,162,76,57,23
741649,47.74565,-117.6061,0,168,600,9,0,0,0,122,0,0,0
741650,47.66984,-117.5901,0,-1,717,1,0,0,0,142,0,0,0
741651,47.67062,-117.5765,0,-1,705,2,0,0,0,122,0,0,0
741652,47.69042,-117.5759,0,256,688,4,0,0,0,122,9,8,4
741653,47.7162,-117.5625,0,315,685,4,0,0,0,122,66,16,16
741654,47.74261,-117.5697,35,0,564,3,9,3,35,122,61,65,27
741655,47.74412,-117.6139,35,139,610,13,9,3,35,162,82,81,33
741656,47.65685,-117.5335,0,-1,702,1,0,0,0,93,67,65,26
741657,47.74694,-117.5673,0,127,598,3,0,0,0,102,0,0,0
741658,47.7472,-117.5778,25,205,587,6,6,28,25,122,32,24,10
741659,47.6653,-117.5276,25,113,685,9,6,8,25,122,22,32,12
741660,47.6653,-117.5491,0,-1,704,1,0,0,0,122,56,81,25
741661,47.71476,-117.6157,0,205,713,3,0,0,0,122,55,49,24
741662,47.66941,-117.544,0,-1,702,1,0,0,0,122,11,16,5
741663,47.7316,-117.5423,0,-1,574,0,0,0,0,122,0,0,0
741664,47.66473,-117.5287,35,116,694,8,6,10,35,162,30,41,15
741665,47.72622,-117.5354,55,-1,573,0,11,13,55,188,0,0,0
741666,47.71387,-117.5941,25,113,599,4,6,28,25,122,36,32,13
741667,47.66701,-117.5561,0,-1,705,0,0,0,0,122,106,154,48
741668,47.69924,-117.573,35,77,709,3,6,10,35,162,145,49,26
741669,47.67024,-117.6118,0,-1,724,0,0,0,0,102,83,57,21
741670,47.69843,-117.5343,0,-1,630,2,0,0,0,91,72,65,29
741671,47.6624,-117.4782,45,69,623,13,8,9,45,188,0,0,0
741672,47.66271,-117.47779,35,80,614,7,6,10,35,162,0,0,0
741673,47.66271,-117.47779,35,80,614,7,6,10,35,162,0,0,0
741674,47.66273,-117.48318,25,-1,666,1,6,9,25,162,0,0,0
741675,47.6628,-117.49923,0,-1,689,2,0,0,0,122,12,16,7
741676,47.6636,-117.4774,0,93,612,6,0,0,0,91,0,0,0
741677,47.6657,-117.4714,0,-1,570,1,0,0,0,91,0,32,0
741678,47.6663,-117.4777,45,99,628,14,8,12,45,188,0,0,0
741679,47.66636,-117.48845,35,-1,672,0,9,3,35,162,0,0,0
741680,47.66652,-117.50992,0,237,692,7,0,0,0,91,12,16,7
741681,47.66652,-117.50992,0,237,692,7,0,0,0,91,12,16,7
741682,47.66652,-117.50992,0,237,692,7,0,0,0,91,12,16,7
741683,47.66989,-117.47765,45,69,613,14,8,25,45,188,0,0,0
741684,47.66996,-117.48837,35,184,676,12,6,24,35,162,0,0,0
741685,47.67002,-117.4937,0,-1,682,2,0,0,0,123,74,57,22
741686,47.6732,-117.4948,35,21,680,3,6,39,35,188,32,25,9
741687,47.67359,-117.48833,0,-1,673,0,0,0,0,121,0,0,0
741688,47.6739,-117.4927,0,-1,680,0,0,0,0,102,0,0,0
741689,47.67723,-117.48835,45,49,645,19,8,9,45,188,19,16,5
741690,47.67857,-117.4883,45,92,628,5,8,12,45,188,107,73,25
741691,47.6795,-117.4901,0,-1,640,1,0,0,0,122,91,97,28
741692,47.6797,-117.5062,0,-1,642,1,0,0,0,123,0,0,0
741693,47.68086,-117.48837,45,59,619,7,8,25,45,188,18,49,14
741694,47.68086,-117.48837,45,59,619,7,8,25,45,188,18,49,14
741695,47.68094,-117.50451,35,336,646,3,9,3,35,162,41,32,17
741696,47.6819,-117.5025,35,358,637,4,6,10,35,162,21,16,9
741697,47.683,-117.4787,15,61,517,10,3,35,15,122,0,0,0
741698,47.6831,-117.4786,15,61,517,10,3,35,15,122,0,0,0
741699,47.6843,-117.5044,45,350,600,11,8,12,45,188,30,24,12
741700,47.6852,-117.5067,35,132,601,18,9,3,35,122,90,73,35
741701,47.68592,-117.5004,0,349,577,4,0,0,0,91,0,0,0
741702,47.68614,-117.5004,45,294,575,6,8,12,45,188,0,0,0
741703,47.68677,-117.4756,0,1,521,7,0,0,0,91,0,0,0
741704,47.6871,-117.4713,45,335,515,14,12,3,45,188,0,10,0
741705,47.67723,-117.48835,45,49,645,19,8,9,45,188,19,16,5
741706,47.67723,-117.48835,45,49,645,19,8,9,45,188,19,16,5
741707,47.6664,-117.49375,45,-1,684,0,8,9,45,183,42,32,12
741708,47.67012,-117.50979,0,312,684,9,0,0,0,122,0,0,0
741709,47.6789,-117.4446,0,-1,582,0,0,0,0,91,2083,1054,832
741710,47.67897,-117.4544,45,346,529,5,8,25,45,188,684,79,264
741711,47.67776,-117.4563,0,-1,547,1,0,0,0,91,846,97,326
741712,47.68531,-117.4758,0,342,524,3,0,0,0,122,0,0,0
741713,47.66387,-117.458,45,23,522,4,6,20,45,183,0,0,0
741714,47.68118,-117.4648,45,174,517,12,6,20,45,183,0,0,0
741715,47.67913,-117.4531,0,36,521,16,0,0,0,91,765,88,295
741716,47.6653,-117.4633,45,53,536,14,8,3,45,188,259,30,100
741717,47.66572,-117.4583,0,195,559,25,0,0,0,122,1171,417,501
741718,47.68634,-117.4955,45,43,546,10,8,5,45,188,0,0,0
741719,47.67431,-117.4506,0,133,534,10,0,0,0,122,522,60,201
741720,47.68121,-117.4809,0,-1,568,0,0,0,0,91,54,16,11
741721,47.68691,-117.533,25,-1,656,2,6,6,25,185,83,73,32
741722,47.68663,-117.5306,45,1,653,8,8,12,45,188,50,41,19
741723,47.68642,-117.5331,0,-1,657,1,0,0,0,91,83,73,32
741724,47.72078,-117.4844,0,255,538,6,0,0,0,91,2124,649,725
741725,47.68643,-117.531,35,359,661,6,6,37,35,162,60,49,23
741726,47.68533,-117.5324,35,321,663,5,9,3,35,162,73,65,28
741727,47.66835,-117.5221,0,257,683,6,0,0,0,102,0,0,0
741728,47.68735,-117.4604,0,-1,574,2,0,0,0,91,2165,1395,933
741729,47.72811,-117.5155,45,47,513,6,8,3,45,188,0,0,0
741730,47.68129,-117.5182,0,13,637,4,0,0,0,91,123,114,54
741731,47.68818,-117.4612,0,-1,576,2,0,0,0,91,1956,1241,907
741732,47.72149,-117.5164,55,273,520,3,11,3,55,188,0,0,0
741733,47.6898,-117.5331,0,-1,651,1,0,0,0,122,30,24,12
741734,47.6893,-117.5291,35,259,665,7,6,10,35,162,60,49,23
741735,47.6941,-117.5211,35,-1,678,1,6,8,35,186,40,32,15
741736,47.7308,-117.5022,0,-1,510,1,0,0,0,91,316,138,88
741737,47.67709,-117.45609,45,-1,548,1,6,20,45,183,1621,187,625
741738,47.69189,-117.52633,35,-1,673,1,6,24,35,162,0,0,0
741739,47.72471356,-117.4983188,0,-1,514,2,0,0,0,91,2326,868,853
741740,47.72073,-117.50494,0,22,490,4,0,0,0,98,0,0,0
741741,47.72072,-117.51033,0,-1,489,2,0,0,0,98,0,0,0
741742,47.71344,-117.49961,45,291,505,7,6,20,45,183,0,20,0
741743,47.70984,-117.4996,0,250,514,9,0,0,0,91,0,0,0
741744,47.70625,-117.49419,0,-1,528,0,0,0,0,122,0,0,0
741745,47.70625,-117.49419,0,-1,528,0,0,0,0,122,0,0,0
741746,47.70624,-117.49955,0,27,498,5,0,0,0,98,0,0,0
741747,47.70623,-117.505,0,-1,538,0,0,0,0,122,0,0,0
741748,47.69907,-117.5318,35,284,649,5,6,10,35,162,50,41,19
741749,47.69904,-117.51034,45,60,680,7,8,12,45,188,0,0,0
741750,47.69902,-117.4994,55,65,526,11,11,3,55,188,0,0,0
741751,47.69894,-117.478,0,174,571,11,0,0,0,91,1006,616,438
